AdminStrata,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,Aleppo,Aleppo,Aleppo,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,As-Sweida,As-Sweida,As-Sweida,Damascus,Damascus,Damascus,Dar'a,Dar'a,Dar'a,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Hama,Hama,Hama,Homs,Homs,Homs,Lattakia,Lattakia,Lattakia,Quneitra,Quneitra,Quneitra,Rural Damascus,Rural Damascus,Rural Damascus,Tartous,Tartous,Tartous
2018-03-20,104.580138533911,110.40731297804899,11.02,107.629813606926,115.10447761193998,5.675,103.69423650416901,115.42299178623999,5.106,77.46577395822919,119.805055498554,4.379,77.7777777777778,128.23343848580402,2.4,76.8700893337639,128.800079202693,3.552,114.29141583796199,131.692045156209,5.792000000000001,96.2955813369882,126.058201058201,6.664,92.31044562429159,121.83562428407801,5.103,84.9126526531703,134.440143322566,13.636,69.8831618368046,135.618239113475,6.431,84.7444882245015,121.431760678672,4.575,82.0932119977206,132.486937231564,14.137
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,83.7867355043686,106.425831596344,15.138,71.4667245684508,111.28272675094601,8.822000000000001,76.4216761112851,108.485020426691,5.315,68.5781954697775,103.49976241821699,9.097000000000001,79.0476190476191,111.69036334913099,19.2,71.2022083595974,112.152726982565,16.172,86.88095388303579,120.05280838659901,5.983,61.0143100763698,119.15951544472,9.102,72.5363787069442,110.605697550586,7.005,55.0891769324489,130.2364921209,25.313000000000002,54.9727687552132,117.786077055873,23.631,77.44230247081191,109.15028510926001,10.554,54.5550175176263,126.36155919426099,24.945
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,72.2742773896633,107.331763398635,7.5,84.40969861772041,117.446490023302,12.753,75.92459553435441,109.056503321682,6.0,79.8892988929889,93.2880822955315,4.669,92.30769230769229,94.11764705882351,4.4,84.7241447498517,94.8028686883396,4.552,78.6322597169751,115.639194458216,2.785,74.4767599891275,114.178138683439,12.594000000000001,76.2442504200292,103.57646067341801,5.574,66.1288431533473,116.902843190366,24.374000000000002,69.9278416803601,88.8875713229447,8.877,84.1950446883132,97.7069593338596,4.638999999999999,65.7614468477106,114.342522493687,20.877
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,77.54751603508359,103.89343610681802,13.425999999999998,94.2694851883808,108.67507255878701,7.757999999999999,80.55117650493371,101.579507324658,6.277,90.52602777207741,91.6682595092703,2.702,110.77844311377198,93.7722419928826,3.4,102.452934322684,93.7375125368207,2.69,70.255549465607,109.60328354557699,1.7409999999999999,82.80313612400309,108.91493116837299,5.0569999999999995,79.62453778325592,100.673338681466,2.615,75.4538655799183,107.339863977447,9.929,89.7806323383268,87.48325041970209,6.277,91.9416407867495,96.5022950483371,3.228,74.5159548186195,109.36270630135701,9.027000000000001
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,80.0048695521885,104.990641276042,11.790999999999999,100.668701074698,107.742610051747,7.426,88.0666707897829,97.6674876847291,6.202000000000001,151.05591262745898,105.730577020452,13.887,140.322580645161,108.203125,17.0,140.46192500966401,105.088309122708,11.828,80.6520658945839,113.11070237958401,6.575,105.21304779777,107.227948170209,10.474,112.389280036339,108.89200447566,11.502,90.60085653714269,90.8535037577557,19.374000000000002,140.75343495385,95.52055849476179,21.662,135.424383638029,112.596119603783,16.134,104.09983557224001,104.48023016263001,27.205
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,146.026825120024,121.65982250247299,32.611,126.40060015003799,119.24284201387199,16.939,141.701726633233,117.338931629949,19.622,195.709867866179,121.54655229634199,8.218,208.41121495327099,133.561643835616,14.2,174.879963847935,119.32767666299601,6.441,127.605054877782,126.32339235787501,10.866,143.513941698352,115.246283511922,19.762,170.903483913986,124.332656063897,16.893,125.527437168449,97.8988814317673,32.869,172.31692150120702,112.753192058293,9.169,196.294252873563,132.300929306814,13.332,158.34949778178998,111.10659628462601,36.219
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,201.680649452906,120.41527805507299,19.879,160.888920293951,119.47180186662901,11.173,168.96370133533898,117.484158966635,9.095,207.952468007313,109.02156038735599,2.02,229.787234042553,125.54347826087,2.0,190.25798757140203,105.912,2.041,163.895535305198,113.86200808122,4.753,189.265295976705,114.936272160997,13.062999999999999,194.703690560681,118.202360030128,5.499,186.786980341605,100.103049323153,24.697,190.52989539839,92.9578950329077,3.431,213.983136936205,123.30258273685499,2.6630000000000003,218.36779002726,102.74139330010401,17.096
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,265.64912404385103,121.702374912025,12.872,203.867051532388,113.264908703521,9.915,212.61092947220902,120.254626369603,11.355,172.728510174913,115.941897412619,5.141,213.75,130.891719745223,8.0,170.469181232751,108.35552487096001,5.607,184.86285337014598,109.019550306276,5.181,219.987424020122,110.080923872011,9.652999999999999,202.839401071661,120.767199875757,8.113,238.001817046164,94.56054826531559,16.262999999999998,162.108475665257,89.8177363346319,7.6770000000000005,205.153462670431,130.882804765644,8.161,256.589961704002,98.1873015873016,12.397
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,224.69160666633098,127.54600997038901,1.875,210.935621379386,129.32821142397,7.5089999999999995,173.65314851914,127.969640673875,1.6219999999999999,136.488179113825,131.881019458822,0.27399999999999997,165.671641791045,153.90334572490698,2.2,143.44468828741,124.614561452182,0.0,148.757473168624,113.35389488600799,0.718,202.492606675116,124.383551620692,5.627999999999999,156.163199802481,130.950021237435,1.6880000000000002,275.33546325878604,113.58391578418001,22.293000000000003,141.267134518266,105.41860213892201,0.431,156.644013880856,145.527896658683,0.843,251.66441640672298,116.590904827707,14.562000000000001
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,179.09702626438,138.915971705551,0.006,213.643210673553,147.970110522284,2.36,167.452006980803,138.372625524354,0.051,137.462100945247,151.939666865607,0.0,174.137931034483,183.561643835616,0.0,140.565612897415,149.644370460048,0.0,137.154934437543,120.22163405644699,0.0,200.153182008077,147.660254973173,3.465,155.966981132075,146.950218526809,0.038,335.91979075849997,147.65442368092698,20.798000000000002,143.65091946734302,129.899551186151,0.015,163.590979514546,164.75437017386002,0.002,282.30197219528,144.440679333575,6.699
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,115.07021791767599,152.53790558630502,0.0,188.805338847636,165.859064800894,0.218,112.348411934552,151.740530262106,0.0,102.74,184.790829591113,0.0,122.0,198.701298701299,0.0,100.0,173.838965642244,0.0,106.477250149016,129.58041958042,0.0,176.587195285293,176.211737180737,0.6829999999999999,113.76467164613399,168.748637453673,0.002,363.00642292490096,183.17551156868,5.687,103.96541443053101,160.84285714285699,0.015,108.45,185.797959440736,0.0,296.042025178879,182.91928388265498,1.425
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,100.0399920016,181.95056115925598,0.0,125.05710596881501,175.84188813201598,0.013999999999999999,100.359460808787,168.147663306716,0.0,100.0,205.467191984046,0.0,100.0,229.032258064516,0.0,100.0,192.97710686794,0.0,100.0,148.90101674641198,0.0,137.801791277259,190.816326530612,0.006999999999999999,100.4,186.607941186211,0.0,269.644787088407,208.836994575463,0.9390000000000001,100.3,180.07365352155898,0.0,100.02,212.504886248143,0.0,177.134771152532,211.077670663845,0.027000000000000003
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
