AdminStrata,Adamawa,Adamawa,Adamawa,Central,Central,Central,East,East,East,Far-North,Far-North,Far-North,Littoral,Littoral,Littoral,North,North,North,North-West,North-West,North-West,South,South,South,South-West,South-West,South-West,West,West,West
Indicator,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm),1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Rainfalls (mm)
2018-01-10,100.86757080175501,65.9346310138965,0.049,98.7239124968569,102.55095962831899,1.639,101.40655645839199,109.449318626558,2.407,100.0,76.83900588881129,0.0,75.38532747049291,99.88429123595009,3.636,100.0,50.058450363950904,0.0,100.656843600213,62.788029224428605,0.763,84.0972153404023,100.08780587565799,6.684,74.1186657320744,83.3793580490525,3.252,96.7048356536782,91.9082912691313,1.594
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-20,100.747458640622,64.8870795988996,0.042,97.3834349793429,113.800323226476,1.284,78.91615979460221,111.789411462749,1.963,100.0,86.8227134807109,0.0,86.82137229623258,113.326010493474,3.0860000000000003,100.0,50.493669760132796,0.0,104.18118466899,64.3543499641158,0.496,81.8523717456366,112.22280385201401,3.853,75.7885906040268,87.1830086480165,2.778,107.75727757277599,96.36350887928509,1.4509999999999998
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,100.658865178484,92.0940604094871,0.145,87.23539251312219,122.554596481298,2.201,48.1023200475907,98.6950425185453,1.8019999999999998,100.0,100.039127457693,0.0,89.527027027027,151.005657237937,5.273,100.0,97.6200279996706,0.0,97.55272269436578,97.23252438926072,1.138,68.50236493713311,101.51893907296,8.283999999999999,68.4057346124825,111.09023583745501,3.008,108.21352208213499,125.87029958923401,1.632
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,101.23038170897101,112.754549393414,0.262,77.856962345211,113.64748476148701,1.919,49.920424403183006,87.80940763685209,5.055,100.0,100.0,0.0,95.1409548094631,132.173120901853,8.505,100.0,101.683925287913,0.0,95.02990430622009,105.04880710136,4.255,59.614588508031105,84.9654947505733,6.664,73.52450911145641,92.9433962264151,10.238,99.566811062979,118.040697525979,1.857
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20,107.64885637559,105.61245966044599,1.218,130.393185854998,93.70795989809571,18.180999999999997,87.74684952609171,78.5495609748217,24.155,100.0,100.0,0.0,135.979458342897,102.06301800343,23.619,100.06,100.45544554455401,0.006,116.390256543146,109.055659023601,11.556,117.085806256916,80.88566807188249,44.888999999999996,113.986727922409,91.8193438432041,30.346,112.03201375087299,104.615770025678,7.367999999999999
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,195.400767844551,190.372038947827,13.459000000000001,220.997653713882,162.63307022869898,38.659,149.35124937435,106.710649985856,38.372,100.17,100.17,0.017,258.921102320801,168.388716743242,66.206,106.49647362670099,106.940031771247,0.715,260.248467892353,227.694106133101,52.326,173.548434731246,111.90745980215598,55.974,270.934322329015,178.376084978479,105.01899999999999,250.80820067929798,206.72131147541,42.065
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-10,164.544908638586,164.494590939824,13.685,206.41053483643,174.330760882672,37.709,148.414260409931,112.897915261315,33.046,100.249550808545,100.249550808545,0.026000000000000002,246.27234748418,193.255326543723,60.518,104.24593327819099,104.24593327819099,0.622,253.528962195404,233.267443851266,68.76100000000001,189.15309229093998,134.224888765645,59.371,265.525479581029,200.305734324094,80.252,228.053953172718,210.348828642994,48.099
2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,137.70513256733102,139.208504098361,15.469000000000001,141.190687389924,140.048871257975,23.46,129.974558468019,110.227456982936,41.703,100.26844303042401,100.26844303042401,0.042,170.749355067474,159.06864218308598,29.41,101.862612433336,101.910371726498,1.46,215.95974287993198,203.536180082129,53.023,130.726380730483,120.468150229559,34.0,207.44770496678902,176.12739965096,55.832,187.55393033778802,180.321525634529,42.422
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,124.88983988249599,144.71323542072,29.719,105.668281561698,130.960215375411,40.068000000000005,104.912108317859,107.587648189942,41.24100000000001,102.17307692307699,102.33653846153798,0.5579999999999999,96.0183334942838,132.348196924165,29.329,116.67287630402399,120.648073712201,6.707000000000001,140.988952482364,167.912410801735,37.696,105.07386123827101,118.19908284727501,58.448,110.84638483807699,146.304641924671,38.851,119.761334316255,146.958583623143,29.444000000000003
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,123.12802518619199,137.14878876590598,33.591,98.4272940092873,126.265901583103,54.708,126.013449030231,122.658763308036,78.709,99.37461999478849,99.59240308732979,0.841,72.1071594892032,120.437558129703,48.937,108.94957306267099,110.43992376210699,8.883,111.048925401599,153.145848409776,50.674,102.83328740699899,121.97291166266301,84.14299999999999,85.68521699176229,137.115928569158,51.965,97.05571764926741,133.26568547865298,42.211000000000006
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,124.402540984473,130.998665210533,44.386,94.3895098882201,113.48958400850401,35.736,125.665534132929,122.49141919116501,54.243,93.28556073092079,93.5060301148933,1.619,71.8862506662026,110.026990416544,43.917,109.24037409213001,109.247784506746,18.329,96.2984241628365,139.218308090017,54.159,101.47405056812401,114.15563238615,45.669,76.9559533900469,126.60847111643601,49.893,79.1962686314936,117.084501473654,35.504
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,112.014504964398,123.937102005066,47.63,87.9502938952708,108.50645714672899,43.798,119.988887165969,120.361914260478,42.762,90.1773981603154,91.68988426918129,4.01,74.652249037372,103.326647605229,42.747,103.0692915827,107.972909855208,22.629,103.12977823082501,134.340359773352,59.181999999999995,89.2180443746318,108.794287757896,41.943000000000005,80.7189053313995,119.82663752167,44.526,83.0105206025838,111.561192006131,43.816
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,102.73350225295499,115.320961930991,62.598,82.243589389563,105.759598600012,59.382,93.5269860450383,116.44332907617901,52.437,108.660018697414,108.12587370988399,19.24,70.8065110326909,97.46502653159669,49.407,104.854048763882,106.605415948885,47.608999999999995,100.19071534146,128.172494714354,65.782,84.5424241707842,111.380450725035,81.191,74.5295795065473,113.347497453519,51.873999999999995,79.855497111119,106.88649197581199,46.403999999999996
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,113.727458207187,121.183557856504,87.12899999999999,86.82181238406228,99.47829934035559,56.718999999999994,91.0021262986845,112.764092978964,52.727,121.911178130168,117.946331627113,16.875,63.4177735666911,86.65561336542092,39.742,109.155730081637,109.79307009826,46.518,99.21434662603001,121.67686446684999,61.658,88.9617742915539,103.17857059559799,60.123000000000005,69.7468211486777,103.464237545512,48.00899999999999,83.71744628494609,101.89742170928699,46.751000000000005
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,110.988128831371,114.058366436397,68.398,85.2419983662558,90.18957243991129,57.558,89.9208995365992,103.999369539764,55.013999999999996,129.63712117283,123.418587517103,28.871,62.50837641202379,73.4472481975873,57.562,113.84781599961201,112.320074136003,60.25899999999999,98.71603409339261,110.58857000167801,79.372,88.4516251794703,92.819367232552,53.218,75.25973081708159,86.3116390259495,76.433,84.9138959750943,92.2116448767227,56.951
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,100.513896519713,105.22848189595899,46.69,76.4828192634121,83.3851240866223,33.156,89.4186798661304,101.20306579400601,41.232,115.942090276016,114.825313884981,26.500999999999998,65.1425130622682,67.7702982076815,63.628,104.15522474346001,105.222067317267,41.766000000000005,93.4112633181126,99.85311931064001,79.112,78.2055739306923,87.377793862337,43.118,85.48238875911079,81.604589842859,109.27,76.3064716092239,82.1087781284088,40.17
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,93.98722564162121,107.448349470153,77.243,74.85749594500659,84.0063536614516,44.663000000000004,80.1389161537662,97.3812255315193,32.553000000000004,114.263843983137,116.767536704731,34.641999999999996,72.1070289091629,68.22683628061989,61.816,103.140933740572,106.53259558293301,53.443999999999996,98.26318407779542,98.0059154193085,102.12200000000001,64.15697627316379,84.8620113714053,12.45,92.31731147379809,81.027957852206,104.764,88.62136547401511,83.7978819922717,80.081
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,88.5175355450237,102.492648791929,52.839,87.950605611636,86.4032380033814,64.741,92.4074684452372,100.024020385997,59.198,97.3651807433954,108.15192307692301,26.118000000000002,103.68955020673701,80.433270396502,132.636,88.66945182934549,100.85608720491301,41.873999999999995,94.66809719925709,98.0022477164558,87.59100000000001,88.3663066722257,88.2963549077284,65.83800000000001,106.35815152367701,90.1407430592021,150.218,101.386834405812,90.3209477870989,87.022
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,96.522685864107,99.5905592682808,77.123,132.429983476752,95.18441991858309,104.208,117.08150552125299,98.94363521215959,68.53,95.16729833921629,103.954714489616,46.251999999999995,133.13939268675,92.49135303956221,182.045,95.93636557762122,100.79218072166799,74.39,115.614402015715,104.706625015038,175.628,140.218775694456,94.4761230665579,85.65899999999999,110.091840526623,93.6945144964585,170.516,131.870997314606,98.5735927653668,127.85
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,106.718739897847,104.593368795744,124.137,143.554872502588,99.0207951151222,49.898999999999994,130.414008013058,98.04515090386309,38.044000000000004,87.51321790239192,100.85466833084699,52.528999999999996,141.78676274352802,96.82139304621691,121.59,108.88980039543002,107.382801198649,110.00399999999999,108.966345953253,103.184807380341,118.527,186.842664297715,99.9164517941257,32.001,105.815558459245,93.0632008844026,129.24200000000002,125.94637565377501,102.143518630364,95.15899999999999
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,107.03387849639799,102.68345063057698,90.963,123.24162031796001,97.1922258412315,36.205,114.29631573029499,97.43085207558559,35.903,86.0422668980045,96.3841755951013,53.382,120.59986995465599,98.5044503873065,107.39,104.359130677024,102.230103893062,64.09,109.14687493855999,102.07476708117599,139.968,158.96739130434798,101.801624942556,12.74,111.513488475966,101.580748061458,229.519,106.062645170105,98.856740259202,77.5
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,104.403819748708,100.853370423668,77.527,86.5045637633495,96.9904846632886,44.35,80.0222601360504,95.16769367197979,25.337,81.9920179789213,91.63599364805599,53.373000000000005,88.57543762156159,95.9242296592396,79.803,102.15894286246001,100.741373159555,79.378,88.4890857768536,98.8014369693011,83.865,80.1524053283695,96.63503426774271,14.154000000000002,95.92465077249621,98.14420674952811,97.64,82.5528101480139,96.2481738559076,66.984
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,92.3302928861726,97.4458953296838,92.083,90.7895779334699,100.848483898401,69.872,88.6297162425963,97.6092916445051,61.787,104.43718512452601,100.718465481397,117.90700000000001,82.5631374333508,98.5887025869648,136.656,106.61459045409,106.723956193733,135.062,89.1824570080265,98.5502117410618,112.384,70.7657671060331,98.4026000032473,34.457,91.5022821210993,96.55341428272159,129.951,82.3179968701095,98.0911015259421,108.522
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31,107.13644919569799,102.24502853567301,148.805,103.15385377452,104.487938255609,84.025,104.765472974935,103.526758439305,83.235,117.987633501967,102.75126887526,99.986,95.9046911515944,105.960552685522,216.332,124.050207917295,108.943233009123,130.25799999999998,91.0913551857593,98.767875698946,148.683,83.65775318292641,103.946786971704,49.479,84.21675492819371,99.4995916164965,215.005,91.58177735759871,99.05843561979358,124.48
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-10,117.234883353936,107.17881010187,105.70299999999999,102.10278102933201,106.90379623917102,77.718,107.35055074863399,102.63443302419701,57.633,138.026828414791,107.32783063449101,67.933,98.1677320214707,104.232120428855,96.97200000000001,132.862386208899,113.020697762291,109.11200000000001,100.8690488224,100.75507593997601,128.092,85.2816630309252,102.102336390422,52.276,90.9289294740758,98.03379660588101,119.22200000000001,97.55073518538391,101.455271427806,93.43
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
