AdminStrata,Bamako,Bamako,Bamako,Gao-Menaka,Gao-Menaka,Gao-Menaka,Kayes,Kayes,Kayes,Kidal,Kidal,Kidal,Koulikoro,Koulikoro,Koulikoro,Mopti,Mopti,Mopti,Segou,Segou,Segou,Sikasso,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni
2018-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20,108.28893065431801,96.34712092247369,14.0,130.648535564854,124.137292928097,0.8440000000000001,113.589431956292,111.70417223704399,24.394000000000002,132.71147074248898,200.54189245518998,0.04,101.558840749415,107.462523873218,10.434000000000001,131.68622100955,123.82844885443899,1.844,141.616365506667,116.236784719294,5.553999999999999,131.503811849121,119.71018452188999,27.177,110.300310666206,143.45214651437598,0.26899999999999996
2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,90.5609314766737,101.29446523221,15.777999999999999,116.00937787825501,133.874617098301,0.38,101.87114449186501,113.675257331305,11.017000000000001,101.88900851522,212.458477334497,0.016,87.8407748641625,109.353806375042,7.348,95.2690612316152,139.162306957585,0.765,82.7137949178248,123.38678162138201,1.9909999999999999,131.931782647391,119.91283305023899,34.868,100.027017291066,156.775512144113,0.28
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10,95.0002368433518,101.31762741689501,0.33299999999999996,108.64388732939699,119.212003334259,0.0,130.409455943898,112.536708726681,0.7070000000000001,100.529841047686,176.724996443306,0.0,99.282187751672,107.723665964768,0.5720000000000001,85.80967154515409,132.054179363436,0.114,83.6877764185565,120.021166771882,0.242,134.936569222284,120.450737388708,1.347,102.298293250582,148.735133094204,0.0
2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,119.288226963315,107.095857790404,0.0,102.53877309098101,124.686244589082,0.0,104.25735469983299,110.176255293002,0.071,100.1499850015,140.65457306326098,0.0,102.767632960511,102.42914643070999,0.08900000000000001,92.88092189500641,129.311231215397,0.002,84.18553437478501,121.60440985091002,0.0,150.856033604888,118.62390175120399,1.19,101.671446938977,129.282526604875,0.0
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,95.8712191501206,116.517728207132,0.0,100.0,109.58148670427099,0.0,98.8446726572529,115.18240109338899,0.002,100.0,109.195821185617,0.0,99.962511715089,113.016126616406,0.005,101.10933439936,131.783283985248,0.001,99.61097062828242,120.896134367004,0.0,99.17554639496001,128.803299551864,0.214,100.0,124.295891624525,0.0
2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,100.0,110.37707229152201,0.0,100.0,109.98968301967301,0.0,100.709858028394,106.225302368973,0.0,100.0,128.19608923161698,0.0,100.758407344576,98.25727392920841,0.003,100.0199980002,104.845084982821,0.0,100.0,108.088487089925,0.0,108.879947599888,128.322715099673,0.23199999999999998,100.0199960008,112.131942760126,0.004
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,100.0,111.100589865434,0.0,100.0,131.913911488085,0.0,100.02,112.993208279431,0.0,100.0,132.82139646389,0.0,100.039984006397,102.048834511128,0.0,100.01,128.09852730353202,0.0,100.01,134.154565240661,0.001,102.169027845628,138.10576253053,0.011000000000000001,100.329538645896,111.594798083504,0.043
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,100.0,89.9833677894704,0.0,100.0,116.00937787825501,0.0,100.0,101.60914905705299,0.0,100.0,101.88900851522,0.0,100.0199980002,88.0258598637241,0.0,100.0,95.75461407565781,0.0,100.01,82.7437022490872,0.0,101.566062047775,130.899502857408,0.004,100.63795853269501,100.601652298851,0.049
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,100.0,95.0002368433518,0.0,100.0,108.64388732939699,0.0,100.0,130.608494033818,0.0,100.0,100.529841047686,0.0,100.0,99.54863540937721,0.0,100.0,85.8241165362827,0.0,100.01,83.692481415263,0.0,100.08994603238101,136.23622533268,0.0,100.61814556331,102.909899458623,0.0
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,100.0,119.288226963315,0.0,100.0,102.53877309098101,0.0,100.0,104.266921789046,0.0,100.0,100.1499850015,0.0,100.0,102.78982199908701,0.0,100.0,92.8894579598805,0.0,100.0,84.1924162136123,0.0,100.04,151.192393948008,0.0,100.309443002595,102.297150744356,0.0
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,100.0,95.8712191501206,0.0,100.0,100.0,0.0,100.0,98.8446726572529,0.0,100.0,100.0,0.0,100.0,99.98125761409429,0.0,100.0,101.10933439936,0.0,100.0,99.6206963625754,0.0,100.02,100.417117256295,0.002,100.0,100.63795853269501,0.0
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.709858028394,0.0,100.0,100.0,0.0,100.0,100.758407344576,0.0,100.0,100.0199980002,0.0,100.0,100.01,0.0,101.406764441784,110.255692422546,0.162,100.04,100.677830940989,0.004
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.02,0.0,100.0,100.0,0.0,100.0,100.039984006397,0.0,100.0,100.01,0.0,100.01,100.02,0.001,102.62327416173599,104.742168674699,0.242,100.05,100.687799043062,0.001
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0199980002,0.0,100.0,100.0,0.0,100.01,100.02,0.0,103.859581070597,105.364868762619,0.306,100.05,100.687799043062,0.0
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,100.0,100.0,0.0,100.0,100.0,0.0,100.14,100.14,0.013999999999999999,100.0,100.0,0.0,100.76892350709,100.76892350709,0.091,100.0,100.0,0.0,100.02999400120001,100.0399920016,0.004,107.51338541209499,108.80756434950099,1.7009999999999998,100.01,100.667996011964,0.0
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,103.33,103.33,0.33299999999999996,100.0,100.0,0.0,100.3899610039,100.3899610039,0.026000000000000002,100.0,100.0,0.0,102.050159235669,102.050159235669,0.163,100.03,100.03,0.003,100.219890054972,100.22988505747101,0.023,108.866380989482,110.85163776493299,1.966,100.0,100.35935316430401,0.0
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,119.780437147661,119.780437147661,1.778,100.0,100.0,0.0,102.448939123538,102.448939123538,0.293,100.0,100.0,0.0,108.48772916868799,108.48772916868799,0.93,100.17,100.17,0.013999999999999999,101.152852315643,101.16279069767401,0.151,119.817695053544,121.93125,5.13,100.0,100.05,0.0
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,97.32401157184191,97.32401157184191,0.0,100.0,100.0,0.0,100.298191612159,100.43285879184299,0.10800000000000001,100.0,100.0,0.0,99.09917789050199,99.7728860936408,0.23800000000000002,99.81206726013849,99.81206726013849,0.07400000000000001,98.5675498548825,98.59590002808201,0.354,85.42100027132129,90.5354866128347,1.794,100.0,100.05,0.0
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,69.7418285172904,71.7136428233065,0.0,100.06,100.06,0.006,96.24532944500142,96.60105704392201,0.16,100.0,100.0,0.0,85.40342481118671,86.990537217793,0.253,99.5252398023447,99.55430675322158,0.184,96.13335624677781,96.332560336683,0.6829999999999999,60.6481481481482,68.2514839205032,1.8090000000000002,100.01,100.06,0.001
2019-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,65.1418190826142,73.5204668748973,5.778,100.09,100.09,0.003,101.46687311547599,103.455531277818,2.1830000000000003,100.0,100.0,0.0,82.43292240754171,87.9456605564454,3.15,101.087850809032,101.243258067465,0.8,105.049026781794,105.878496503497,3.319,58.5570893722581,70.6562771261885,11.890999999999998,100.08,100.13,0.006999999999999999
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,60.069465418302606,61.877707149687794,4.111000000000001,100.359245584273,100.359245584273,0.048,85.938566552901,86.5483616982618,1.506,100.12975346841,100.12975346841,0.032,75.9916103472384,77.3959743265074,2.9010000000000002,91.4670884169303,91.395279354646,1.161,86.7741589886437,86.4658157201178,2.197,70.94091360476659,73.168428732886,16.305,100.14980525317101,100.159792270049,0.02
2019-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,81.6483842276905,75.15616337091109,18.667,101.48898153662901,101.54854079809401,0.17300000000000001,67.7689613901325,67.51795351208939,1.599,100.29856687898099,100.29856687898099,0.046,79.4263205736794,76.280038642676,7.541,101.92367359602899,101.606230226332,4.4639999999999995,103.327105775728,101.526119402985,10.478,95.2970363059194,85.265002988946,33.251999999999995,100.53758088601299,100.54753608760599,0.07200000000000001
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,83.7746031746032,78.4500594837842,20.0,102.324680356451,102.411855869818,0.34299999999999997,51.0434379347658,55.5991009163737,3.405,100.725429792308,100.725429792308,0.057999999999999996,82.4371128807989,80.65371024734979,12.165999999999999,108.642571056314,108.895762164158,6.888999999999999,106.18532175568001,107.725666559589,13.033,107.146756386404,93.39540725350041,36.619,100.403543307087,100.48228346456699,0.109
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,99.3693181818182,87.5750744139352,38.778,102.738172391445,103.024666397089,2.166,58.460139987273905,59.2236166200663,17.152,100.569313976658,100.691418829324,0.495,96.061479346782,89.2948791058394,25.293000000000003,105.42190423052901,101.476799480167,10.767999999999999,110.95163480622601,104.57929877302799,19.596,108.18091235974501,94.15309249601829,44.986000000000004,100.552537928451,100.692170984941,0.556
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,96.8424044337076,88.56846958206671,33.444,109.519529899758,110.544053923929,3.333,60.8021047227926,58.20102348773129,16.82,101.376518218623,101.639344262295,0.715,96.99621735549879,89.215468913312,22.031999999999996,96.93955247709579,97.9108782794969,11.81,104.761665325825,104.221870544998,19.875999999999998,103.01449593674499,94.4512669560245,39.722,102.026010793595,102.502643637645,0.867
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,87.3776,82.08156236831559,27.0,120.28004788923,121.21832608139201,7.608,77.1472512832569,69.23125493291239,34.783,105.884777054315,106.452935388652,1.6369999999999998,88.51430028944358,83.99458329373749,22.491,88.197135037145,93.03527264162051,17.047,99.5505349826976,102.366696846676,25.612,89.1577188246358,89.40899811948731,37.068000000000005,97.5803314401307,97.98662875585951,1.119
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,97.43557692307705,93.08603321535531,81.5555,101.292911279536,102.3823118893545,8.594999999999999,108.6061529136585,92.19162768968951,78.15899999999999,96.82696747806585,97.40408474899789,2.326,98.10069659508386,94.53782940380245,61.0975,78.83555145267584,84.2855879144101,22.63,98.64812027135345,100.9339201128765,45.431000000000004,87.70790083522425,91.39762086982815,58.5455,92.12339114145871,92.86832946635731,3.2595
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,96.8968049944912,94.48085001993195,68.77799999999999,89.86492947645229,94.15018654704654,11.3875,124.0095597021785,99.4647421440383,65.932,83.04515135967159,84.88597298213335,2.2225,97.5945540134729,94.84310508817705,50.706999999999994,77.3053425320029,82.6778721217254,28.648,95.355856850311,98.76516464471406,44.21549999999999,89.38548347311294,94.60602042169475,68.3235,90.37769363810594,92.19251572050479,4.9559999999999995
2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
