AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,156.91975411197902,158.58946668881902,5.343,238.877376018294,265.691024088279,17.116,161.547395693737,165.371214151702,7.5920000000000005,122.036796388756,142.96038726392598,5.197,115.91087553985099,115.91087553985099,1.798,197.299438758666,210.835259161439,14.460999999999999,161.173638670223,179.625414580217,10.174,116.22654621264799,121.89996526571699,2.734,231.767063801358,237.439973505547,10.27,122.77484301803999,122.77484301803999,2.314,134.814201618837,137.895511405445,4.232,101.75929628148701,101.75929628148701,0.18,226.954307734655,282.549167679023,23.024
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,149.15477345157302,152.68229344632,3.2510000000000003,193.827462891295,208.72500649181998,17.509,127.12414223331301,130.305676855895,2.378,103.692614770459,119.786666666667,3.738,109.077367913783,109.077367913783,0.64,164.618094632285,173.029300567108,4.6819999999999995,125.07503930630301,138.2973820059,2.384,102.10129310344801,106.81330472103001,1.89,209.18407567993697,211.08298276311402,13.683,116.798493408663,116.798493408663,0.086,114.277691983715,117.347081930415,1.7369999999999999,101.82304567521999,101.82304567521999,0.09699999999999999,197.05405472823003,226.425351365685,16.406
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,110.886713286713,125.79526046114401,1.227,101.110985149076,163.327492362802,8.889,97.65932076138321,100.94232117812099,2.1430000000000002,80.65417948001121,94.1950439126318,4.145,99.60710238005291,99.69021533811859,0.745,117.20618052156901,132.05140593293999,4.385,99.70982952484579,114.91385881994199,7.681,79.0673828125,84.0999759673156,1.569,107.37782510945499,156.17362323440702,2.345,108.037068239259,108.0525606469,0.424,92.4455559028863,95.99003994397471,1.775,100.775644754702,100.775644754702,0.11699999999999999,114.336320066681,176.245026112907,10.927
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,72.4160311536589,100.94792056950199,3.3739999999999997,97.60651941313552,154.131780123771,30.195999999999998,57.901108703963295,81.900494153034,3.653,63.524600574055704,81.699064401853,7.126,74.8883793894051,84.8407111323231,1.0270000000000001,60.5519438134775,103.859964093357,4.125,61.3789591114129,92.10272253330758,5.244,66.2222703952598,76.61505788860721,4.87,80.17845484221981,129.200036992509,10.814,76.20907988683821,91.6190604207272,0.804,60.998278829604104,77.5067550061073,2.436,96.15036231884059,97.7453821079319,0.401,82.5326106926327,151.519708999335,16.574
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-10,61.4632873216564,85.7351023851522,6.593999999999999,86.36983524381701,131.87951478806102,21.214000000000002,64.2965087984427,79.8517893989483,9.306000000000001,86.83920913817309,95.29209242091629,24.495,77.09697128393121,82.68590455049942,5.894,66.1909989023052,97.54998775810009,14.655,81.8077443010315,97.5554439319908,21.252,77.9652642241273,82.5768925707235,15.119000000000002,60.7031523496758,108.10856547774,13.255,70.10245116813479,79.25888041658921,3.415,69.4472536045537,79.1560530039882,9.824,92.8441139329311,94.1729978392695,2.716,74.90514641502091,129.862033725089,24.095
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,70.9278827937524,84.02439458056259,13.727,94.0763083754883,122.17980287303499,28.415,74.3820452929826,80.0035454706612,13.663,101.323088043495,98.3891454279983,22.86,82.4881676808654,84.02052837231,8.699,77.6502024291498,95.21359469545999,19.169,91.11512202778,98.7168668431457,21.558000000000003,91.3651253142378,87.54541146738269,17.985,78.07703370551471,104.195696819639,25.649,75.9661918069661,80.47030178765941,8.071,71.9170687641836,75.2506219815601,10.380999999999998,97.0475038486914,97.5299967571073,4.534,83.79892984918679,120.42446217717199,28.733
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,91.09247054124229,93.09662125198629,24.410999999999998,81.40397963905599,109.303448837272,28.328000000000003,128.80149871696,113.90211609486401,48.847,142.18510398317,119.618767549182,54.839,125.669835782195,116.83603916222602,27.750999999999998,116.535279171282,111.17786389088002,45.611000000000004,139.356189083206,121.30113704988199,57.711999999999996,121.675279163697,108.223357293087,38.836999999999996,86.2870462870463,101.646244085909,28.831999999999997,114.97072762754401,110.510645976182,23.878,125.113739763421,111.12056886188299,44.045,145.538596421313,142.76695871752702,19.27,83.0794734449782,103.485885486732,30.388
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,108.728452203069,100.890906639097,41.364,82.78770584201109,102.347255932529,38.279,132.088405186305,114.079225884487,34.051,115.825778279767,106.25201608921499,27.155,115.619564687332,107.11573451467501,24.678,113.145233882733,106.09471917822201,34.576,123.56761539002899,112.22411415474899,33.639,99.06447356018481,92.1786733445926,17.256,91.1571531983262,96.7027738125227,38.78,128.702579795873,117.611176983186,33.333,121.78799294747401,108.020094343127,31.588,129.918673756647,124.916297909204,16.038,74.31054562163791,93.80688182581909,24.676
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,107.293692841714,96.3318259965038,24.065,95.73143917654859,95.8887780206723,51.833,131.876891116832,110.74474902100401,23.908,95.12602191996,94.4899321211727,14.589,104.54755812054199,97.80078148974042,14.38,111.215191546822,101.700925353319,27.590999999999998,116.577275871673,106.853483390972,28.41,85.0722052584374,84.4736859393374,18.325,105.19875426077101,96.2779891547169,51.085,112.008678611422,102.677761947934,12.808,120.105254871974,102.758636186596,21.173000000000002,117.794046466602,114.40278208174101,13.099,82.0502692725464,87.8800739217494,42.956
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,106.045335467909,96.8478061738573,41.153,110.226409042416,97.64423237345258,57.967,97.2745735174655,101.382440639256,27.837,68.5045162872441,91.11422367878299,32.061,93.5937343106738,100.616313537781,34.830999999999996,95.7985251759062,96.5361495176472,41.246,91.33054105226921,102.11686572663601,39.376999999999995,67.2701035203844,82.89418499800779,32.268,107.028135486276,95.4365421043568,49.405,102.941700837939,104.04282247857701,36.243,90.6410142917564,97.12367939314899,29.391,117.299889339727,127.412342820548,37.183,104.70610862071501,91.78962976122548,63.916000000000004
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-10,87.85844889728291,90.3178058336961,41.545,119.129836082938,98.8113833693878,60.148,75.4898409198299,91.54149848915951,34.111999999999995,60.273270215424205,82.8904244379175,26.811,87.09731124615,94.4427702115329,34.955999999999996,88.0370913769053,92.15931079485658,42.972,82.58207250927781,96.0568445984473,37.927,71.2077454964975,79.872503866066,33.842,98.67254060977741,88.42213314449431,42.038999999999994,84.2735689643033,95.7660183231699,36.704,72.4726120708418,87.33545750056321,29.339000000000002,108.094994589066,114.79345711911002,30.614,107.41233149898198,87.3656444580021,39.863
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
